Year,Country,Variable name,Variable total,Variable per capita,Unit total,Unit per capita,Historical
2035,Slovakia,living space,148545645.06373388,27.4000637053634,m2,m2 / capita,1
2040,Slovakia,living space,138442119.13787013,25.771772138761097,m2,m2 / capita,1
2045,Slovakia,living space,128431819.13223459,24.136269775251492,m2,m2 / capita,1
2050,Slovakia,living space,118299854.6162616,22.47112967005509,m2,m2 / capita,1
1990,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.018919511322866078,1000m2,1000m2 / capita,1
1991,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.018837402374183045,1000m2,1000m2 / capita,1
1992,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.018890166822227935,1000m2,1000m2 / capita,1
1993,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.018825194221847127,1000m2,1000m2 / capita,1
1994,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.01874652742316763,1000m2,1000m2 / capita,1
1995,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.018677396149924752,1000m2,1000m2 / capita,1
1996,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.018637092732763393,1000m2,1000m2 / capita,1
1997,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.018598487580806008,1000m2,1000m2 / capita,1
1998,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.01856839252735423,1000m2,1000m2 / capita,1
1999,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.018548658337199184,1000m2,1000m2 / capita,1
2000,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.018530534538497262,1000m2,1000m2 / capita,1
2001,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.01859900278557436,1000m2,1000m2 / capita,1
2002,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.01859842188560558,1000m2,1000m2 / capita,1
2003,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.01861253279844938,1000m2,1000m2 / capita,1
2004,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.018622920302501456,1000m2,1000m2 / capita,1
2005,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.018620112662476956,1000m2,1000m2 / capita,1
2006,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.018619270535544123,1000m2,1000m2 / capita,1
2007,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.018618397299178514,1000m2,1000m2 / capita,1
2008,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.01860840942369734,1000m2,1000m2 / capita,1
2009,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.018586500708512803,1000m2,1000m2 / capita,1
2010,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.018558885131186684,1000m2,1000m2 / capita,1
2011,Slovakia,floor area in commercial and public buildings,100040.00000000001,0.0185518779418468,1000m2,1000m2 / capita,1
2012,Slovakia,floor area in commercial and public buildings,98250.00000000001,0.018179893796113556,1000m2,1000m2 / capita,1
2013,Slovakia,floor area in commercial and public buildings,98250.00000000001,0.01815800737630932,1000m2,1000m2 / capita,1
2014,Slovakia,floor area in commercial and public buildings,98250.00000000001,0.018140865063537345,1000m2,1000m2 / capita,1
2015,Slovakia,floor area in commercial and public buildings,98250.00000000001,0.018122795636289053,1000m2,1000m2 / capita,1
2020,Slovakia,floor area in commercial and public buildings,98250.0,0.018050309381384206,1000m2,1000m2 / capita,1
2025,Slovakia,floor area in commercial and public buildings,98250.0,0.01797078496391039,1000m2,1000m2 / capita,1
2030,Slovakia,floor area in commercial and public buildings,98250.0,0.017998266814617466,1000m2,1000m2 / capita,1
2035,Slovakia,floor area in commercial and public buildings,98250.0,0.01812275451021752,1000m2,1000m2 / capita,1
2040,Slovakia,floor area in commercial and public buildings,98250.0,0.01828978513476569,1000m2,1000m2 / capita,1
2045,Slovakia,floor area in commercial and public buildings,98250.0,0.018464182174176443,1000m2,1000m2 / capita,1
2050,Slovakia,floor area in commercial and public buildings,98250.0,0.018662647534474892,1000m2,1000m2 / capita,1
1990,Slovakia,average distance travelled,17106689844.399345,3235.20803886317,pkm,pkm / capita,1
1991,Slovakia,average distance travelled,17181254919.279064,3235.20803886317,pkm,pkm / capita,1
1992,Slovakia,average distance travelled,17133263843.230568,3235.20803886317,pkm,pkm / capita,1
1993,Slovakia,average distance travelled,17192396975.764908,3235.20803886317,pkm,pkm / capita,1
1994,Slovakia,average distance travelled,17264542115.031555,3235.20803886317,pkm,pkm / capita,1
1995,Slovakia,average distance travelled,17328443944.215183,3235.20803886317,pkm,pkm / capita,1
1996,Slovakia,average distance travelled,18622730050.69903,3469.347729829042,pkm,pkm / capita,1
1997,Slovakia,average distance travelled,19920806999.311222,3703.487420794913,pkm,pkm / capita,1
1998,Slovakia,average distance travelled,21214556708.677994,3937.627111760785,pkm,pkm / capita,1
1999,Slovakia,average distance travelled,22499931982.023502,4171.766802726657,pkm,pkm / capita,1
2000,Slovakia,average distance travelled,23785977933.51863,4405.90649369253,pkm,pkm / capita,1
2001,Slovakia,average distance travelled,26220672935.265606,4874.833756123942,pkm,pkm / capita,1
2002,Slovakia,average distance travelled,28743828674.51934,5343.761018555354,pkm,pkm / capita,1
2003,Slovakia,average distance travelled,31242461298.89218,5812.688280986766,pkm,pkm / capita,1
2004,Slovakia,average distance travelled,33744053497.299526,6281.615543418178,pkm,pkm / capita,1
2005,Slovakia,average distance travelled,36268540074.846,6750.54280584959,pkm,pkm / capita,1
2006,Slovakia,average distance travelled,40028833136.95071,7450.09669531226,pkm,pkm / capita,1
2007,Slovakia,average distance travelled,45783114605.04294,8520.6739035437,pkm,pkm / capita,1
2008,Slovakia,average distance travelled,50341938588.196976,9364.08840895439,pkm,pkm / capita,1
2009,Slovakia,average distance travelled,49490730616.33194,9194.91702984076,pkm,pkm / capita,1
2010,Slovakia,average distance travelled,51081115749.92334,9476.29507772569,pkm,pkm / capita,1
2011,Slovakia,average distance travelled,52372715071.05367,9712.23727990112,pkm,pkm / capita,1
2012,Slovakia,average distance travelled,53271572718.65438,9857.21663488119,pkm,pkm / capita,1
2013,Slovakia,average distance travelled,53886462498.48223,9958.99016316189,pkm,pkm / capita,1
2014,Slovakia,average distance travelled,54661221080.19876,10092.6395503722,pkm,pkm / capita,1
2015,Slovakia,average distance travelled,54715721333.770775,10092.6395503722,pkm,pkm / capita,1
2020,Slovakia,average distance travelled,59656212903.893196,10959.929765262055,pkm,pkm / capita,1
2025,Slovakia,average distance travelled,57608617876.63514,10537.12044711546,pkm,pkm / capita,1
2030,Slovakia,average distance travelled,55273977918.96906,10125.55524163745,pkm,pkm / capita,1
2035,Slovakia,average distance travelled,52876998901.39117,9753.45415091047,pkm,pkm / capita,1
2040,Slovakia,average distance travelled,50594531796.11993,9418.454102240248,pkm,pkm / capita,1
2045,Slovakia,average distance travelled,48436214505.07776,9102.64721067932,pkm,pkm / capita,1
2050,Slovakia,average distance travelled,46267956826.043724,8788.626670582755,pkm,pkm / capita,1
1990,Slovakia,average distance travelled car,24055034087.94687,4549.275187913237,pkm,pkm / capita,1
1991,Slovakia,average distance travelled car,24055103017.98059,4529.5447291296005,pkm,pkm / capita,1
1992,Slovakia,average distance travelled car,24055197548.42152,4542.250046294791,pkm,pkm / capita,1
1993,Slovakia,average distance travelled car,24055367892.1243,4526.659062847113,pkm,pkm / capita,1
1994,Slovakia,average distance travelled car,24036071963.572777,4504.127171234983,pkm,pkm / capita,1
1995,Slovakia,average distance travelled car,24055035373.89901,4491.0578276565875,pkm,pkm / capita,1
1996,Slovakia,average distance travelled car,24055406661.86496,4481.435872466129,pkm,pkm / capita,1
1997,Slovakia,average distance travelled car,24065771068.087547,4474.079811398908,pkm,pkm / capita,1
1998,Slovakia,average distance travelled car,24077946885.070797,4469.100050127755,pkm,pkm / capita,1
1999,Slovakia,average distance travelled car,24109922158.366547,4470.278974930117,pkm,pkm / capita,1
2000,Slovakia,average distance travelled car,24137542567.53952,4471.027251321861,pkm,pkm / capita,1
2001,Slovakia,average distance travelled car,24535750040.48225,4561.580201410291,pkm,pkm / capita,1
2002,Slovakia,average distance travelled car,24942074277.14434,4636.977410120364,pkm,pkm / capita,1
2003,Slovakia,average distance travelled car,25341625661.82693,4714.832454985807,pkm,pkm / capita,1
2004,Slovakia,average distance travelled car,25739782174.021263,4791.582487310532,pkm,pkm / capita,1
2005,Slovakia,average distance travelled car,26141743792.991783,4865.6758758408105,pkm,pkm / capita,1
2006,Slovakia,average distance travelled car,26375350880.668907,4908.9343614261925,pkm,pkm / capita,1
2007,Slovakia,average distance travelled car,26569000594.642384,4944.744191455038,pkm,pkm / capita,1
2008,Slovakia,average distance travelled car,26765796944.81373,4978.697601965626,pkm,pkm / capita,1
2009,Slovakia,average distance travelled car,26971221016.62924,5011.001784636492,pkm,pkm / capita,1
2010,Slovakia,average distance travelled car,27180240968.241795,5042.3327665691095,pkm,pkm / capita,1
2011,Slovakia,average distance travelled car,27349414851.301563,5071.801340486592,pkm,pkm / capita,1
2012,Slovakia,average distance travelled car,27518974330.42269,5092.030846870836,pkm,pkm / capita,1
2013,Slovakia,average distance travelled car,27690193720.9082,5117.544446164733,pkm,pkm / capita,1
2014,Slovakia,average distance travelled car,27860179008.848064,5144.099216748175,pkm,pkm / capita,1
2015,Slovakia,average distance travelled car,28031829955.72817,5170.637410675492,pkm,pkm / capita,1
2020,Slovakia,average distance travelled car,30564469070.452045,5615.24806920517,pkm,pkm / capita,1
2025,Slovakia,average distance travelled car,28991658500.05608,5302.828098235446,pkm,pkm / capita,1
2030,Slovakia,average distance travelled car,21845586182.049957,4001.859428257055,pkm,pkm / capita,1
2035,Slovakia,average distance travelled car,15238985546.202091,2810.91495204655,pkm,pkm / capita,1
2040,Slovakia,average distance travelled car,14116733164.361412,2627.9085636742107,pkm,pkm / capita,1
2045,Slovakia,average distance travelled car,13401718725.706364,2518.5931399339856,pkm,pkm / capita,1
2050,Slovakia,average distance travelled car,12734631957.904957,2418.951121746973,pkm,pkm / capita,1
1990,Slovakia,average distance travelled plane,226555473.0953607,42.846049964863624,pkm,pkm / capita,1
1991,Slovakia,average distance travelled plane,226555473.0953607,42.66010202689634,pkm,pkm / capita,1
1992,Slovakia,average distance travelled plane,226555473.09536076,42.77959497461153,pkm,pkm / capita,1
1993,Slovakia,average distance travelled plane,226555473.09536076,42.63245484848687,pkm,pkm / capita,1
1994,Slovakia,average distance travelled plane,226555473.0953607,42.45430217164029,pkm,pkm / capita,1
1995,Slovakia,average distance travelled plane,226555473.0953607,42.29774411171202,pkm,pkm / capita,1
1996,Slovakia,average distance travelled plane,226555473.09536067,42.20647102352377,pkm,pkm / capita,1
1997,Slovakia,average distance travelled plane,226555473.0953608,42.11904390971308,pkm,pkm / capita,1
1998,Slovakia,average distance travelled plane,226555473.09536067,42.05088918087861,pkm,pkm / capita,1
1999,Slovakia,average distance travelled plane,226555473.09536076,42.00619816941592,pkm,pkm / capita,1
2000,Slovakia,average distance travelled plane,226555473.0953607,41.965154129140025,pkm,pkm / capita,1
2001,Slovakia,average distance travelled plane,484604816.9080284,90.09562514569345,pkm,pkm / capita,1
2002,Slovakia,average distance travelled plane,742654160.7206962,138.06672727093002,pkm,pkm / capita,1
2003,Slovakia,average distance travelled plane,1000703504.533364,186.18179527839337,pkm,pkm / capita,1
2004,Slovakia,average distance travelled plane,1258752848.3460314,234.32281062869694,pkm,pkm / capita,1
2005,Slovakia,average distance travelled plane,1516802192.1586993,282.3173501068273,pkm,pkm / capita,1
2006,Slovakia,average distance travelled plane,1400894737.5040152,260.73208825876975,pkm,pkm / capita,1
2007,Slovakia,average distance travelled plane,1284987282.8493311,239.14837821352182,pkm,pkm / capita,1
2008,Slovakia,average distance travelled plane,1169079828.1946473,217.46017684957755,pkm,pkm / capita,1
2009,Slovakia,average distance travelled plane,1053172373.5399634,195.66962282073806,pkm,pkm / capita,1
2010,Slovakia,average distance travelled plane,937264918.8852792,173.87636912317973,pkm,pkm / capita,1
2011,Slovakia,average distance travelled plane,951788948.808771,176.5041223980307,pkm,pkm / capita,1
2012,Slovakia,average distance travelled plane,966312978.7322628,178.80373869881603,pkm,pkm / capita,1
2013,Slovakia,average distance travelled plane,980837008.6557548,181.27272914125558,pkm,pkm / capita,1
2014,Slovakia,average distance travelled plane,995361038.5792464,183.78331084344524,pkm,pkm / capita,1
2015,Slovakia,average distance travelled plane,1009885068.5027384,186.27929478488443,pkm,pkm / capita,1
2020,Slovakia,average distance travelled plane,1101071450.517058,202.28682272613094,pkm,pkm / capita,1
2025,Slovakia,average distance travelled plane,1058947345.391954,193.69073824063662,pkm,pkm / capita,1
2030,Slovakia,average distance travelled plane,1008073070.288926,184.66735967115233,pkm,pkm / capita,1
2035,Slovakia,average distance travelled plane,954058580.8603796,175.98136844070402,pkm,pkm / capita,1
2040,Slovakia,average distance travelled plane,904819793.6467048,168.43724795400774,pkm,pkm / capita,1
2045,Slovakia,average distance travelled plane,860134664.6379637,161.64562994605112,pkm,pkm / capita,1
2050,Slovakia,average distance travelled plane,817813866.625813,155.34424368085095,pkm,pkm / capita,1
1990,Slovakia,transported goods,28.654260481456404,5.419078424902723e-06,km,km / capita,1
1991,Slovakia,transported goods,28.654260481456404,5.395560120190386e-06,km,km / capita,1
1992,Slovakia,transported goods,28.654260481456404,5.410673337287933e-06,km,km / capita,1
1993,Slovakia,transported goods,28.654260481456404,5.392063363122906e-06,km,km / capita,1
1994,Slovakia,transported goods,28.654260481456404,5.369530986667442e-06,km,km / capita,1
1995,Slovakia,transported goods,28.654260481456404,5.349729852012143e-06,km,km / capita,1
1996,Slovakia,transported goods,28.654260481456404,5.338185823487209e-06,km,km / capita,1
1997,Slovakia,transported goods,28.654260481456404,5.327128225725182e-06,km,km / capita,1
1998,Slovakia,transported goods,28.654260481456404,5.318508158743869e-06,km,km / capita,1
1999,Slovakia,transported goods,28.654260481456404,5.312855733463049e-06,km,km / capita,1
2000,Slovakia,transported goods,28.654260481456404,5.307664569439474e-06,km,km / capita,1
2001,Slovakia,transported goods,28.654260481456404,5.327275794813883e-06,km,km / capita,1
2002,Slovakia,transported goods,28.654260481456404,5.327109408778106e-06,km,km / capita,1
2003,Slovakia,transported goods,28.654260481456404,5.331151169796273e-06,km,km / capita,1
2004,Slovakia,transported goods,28.654260481456404,5.334126442155933e-06,km,km / capita,1
2005,Slovakia,transported goods,28.654260481456404,5.333322255344656e-06,km,km / capita,1
2006,Slovakia,transported goods,29.731153670828597,5.533510531097494e-06,km,km / capita,1
2007,Slovakia,transported goods,29.79252035279311,5.544671935947262e-06,km,km / capita,1
2008,Slovakia,transported goods,29.82543707052887,5.547820314365467e-06,km,km / capita,1
2009,Slovakia,transported goods,27.26879450026415,5.066288167727405e-06,km,km / capita,1
2010,Slovakia,transported goods,29.445421332928127,5.4625568988125445e-06,km,km / capita,1
2011,Slovakia,transported goods,29.445421332928127,5.460494427376394e-06,km,km / capita,1
2012,Slovakia,transported goods,29.445421332928127,5.448494988442237e-06,km,km / capita,1
2013,Slovakia,transported goods,29.445421332928127,5.441935651520047e-06,km,km / capita,1
2014,Slovakia,transported goods,29.445421332928127,5.4367981184697504e-06,km,km / capita,1
2015,Slovakia,transported goods,29.445421332928127,5.431382730189133e-06,km,km / capita,1
2020,Slovakia,transported goods,29.445421332928127,5.409658676076979e-06,km,km / capita,1
2025,Slovakia,transported goods,27.825923159617016,5.089604901005306e-06,km,km / capita,1
2030,Slovakia,transported goods,26.206424986305983,4.8007148006187575e-06,km,km / capita,1
